outlet_id,item_id,selling_price,available
O0016,I0165,426.52,True
O0016,I0195,350.99,True
O0017,I0005,527.61,False
O0017,I0167,130.8,True
O0017,I0202,324.31,True
O0017,I0006,319.27,True
O0017,I0162,156.88,True
O0017,I0009,332.55,True
O0017,I0197,531.49,True
O0017,I0189,449.19,True
O0017,I0200,156.29,True
O0017,I0168,460.5,True
O0017,I0198,238.3,True
O0017,I0164,301.72,True
O0017,I0172,126.36,True
O0017,I0003,413.08,True
O0017,I0188,288.2,True
O0017,I0192,259.56,True
O0017,I0194,443.58,True
O0017,I0193,314.11,True
O0018,I0164,275.94,True
O0018,I0165,401.62,True
O0018,I0194,428.58,True
O0018,I0198,248.48,True
O0018,I0004,474.53,True
O0018,I0168,455.3,True
O0018,I0188,286.37,True
O0018,I0195,347.01,True
O0018,I0201,126.13,True
O0018,I0158,137.13,True
O0018,I0197,528.87,True
O0018,I0002,385.77,True
O0018,I0161,510.77,True
O0018,I0199,207.95,True
O0018,I0200,144.79,True
O0018,I0202,341.99,True
O0018,I0171,492.91,True
O0018,I0007,277.52,True
O0019,I0195,354.76,True
O0019,I0009,316.74,True
O0019,I0171,431.23,True
O0019,I0192,269.0,True
O0019,I0159,511.44,True
O0019,I0197,525.43,True
O0019,I0165,424.99,True
O0019,I0170,304.46,True
O0019,I0007,272.7,True
O0019,I0162,153.03,True
O0019,I0167,133.76,True
O0019,I0003,451.87,True
O0019,I0196,385.39,True
O0019,I0002,426.28,True
O0019,I0191,490.51,True
O0019,I0166,225.5,True
O0019,I0164,285.55,True
O0019,I0199,210.48,True
O0020,I0195,356.84,True
O0020,I0007,273.93,True
O0020,I0170,295.64,True
O0020,I0003,439.67,True
O0020,I0165,402.86,True
O0020,I0163,135.23,True
O0020,I0192,252.33,True
O0020,I0197,515.56,True
O0020,I0168,479.56,True
O0020,I0190,312.22,True
O0020,I0008,355.56,True
O0020,I0200,160.29,True
O0020,I0199,197.4,True
O0020,I0164,297.08,True
O0020,I0201,128.35,True
O0020,I0004,447.5,False
O0020,I0005,503.42,True
O0020,I0001,363.82,True
O0021,I0017,431.92,True
O0021,I0015,260.09,True
O0021,I0016,360.44,True
O0021,I0012,500.27,True
O0021,I0010,411.34,True
O0021,I0013,446.89,True
O0021,I0014,360.58,True
O0021,I0011,466.72,True
O0022,I0016,346.19,True
O0022,I0014,315.24,True
O0022,I0011,455.72,True
O0022,I0015,237.78,True
O0022,I0013,432.98,True
O0022,I0012,524.78,True
O0022,I0017,392.82,True
O0022,I0010,435.08,True
O0023,I0017,401.97,True
O0023,I0016,356.02,True
O0023,I0010,404.51,True
O0023,I0011,441.63,True
O0023,I0013,464.16,True
O0023,I0015,249.34,True
O0023,I0014,338.09,True
O0023,I0012,506.04,True
O0024,I0013,414.42,True
O0024,I0011,479.49,True
O0024,I0015,257.84,True
O0024,I0010,418.79,True
O0024,I0014,322.44,True
O0024,I0016,379.14,True
O0024,I0017,426.8,True
O0024,I0012,525.78,True
O0025,I0017,419.59,True
O0025,I0011,427.41,True
O0025,I0015,270.59,True
O0025,I0013,413.05,True
O0025,I0014,347.26,True
O0025,I0012,509.77,True
O0025,I0010,383.71,True
O0025,I0016,374.78,True
O0026,I0017,381.3,True
O0026,I0015,262.85,True
O0026,I0010,385.7,True
O0026,I0016,337.44,True
O0026,I0011,444.93,True
O0026,I0013,416.16,True
O0026,I0012,525.21,True
O0026,I0014,315.04,True
O0027,I0013,423.68,True
O0027,I0014,338.82,True
O0027,I0015,264.35,True
O0027,I0010,438.7,True
O0027,I0011,468.91,True
O0027,I0016,354.72,True
O0027,I0012,478.58,True
O0027,I0017,406.95,True
O0028,I0011,485.1,True
O0028,I0016,336.15,True
O0028,I0010,385.11,True
O0028,I0013,431.46,True
O0028,I0017,397.27,True
O0028,I0014,349.08,True
O0028,I0012,519.82,True
O0028,I0015,264.19,True
O0029,I0016,340.35,True
O0029,I0013,454.24,True
O0029,I0017,424.65,True
O0029,I0012,523.59,True
O0029,I0011,432.91,True
O0029,I0015,250.32,True
O0029,I0014,351.01,True
O0029,I0010,424.42,True
O0030,I0010,433.39,True
O0030,I0015,237.02,True
O0030,I0016,361.74,True
O0030,I0011,437.83,True
O0030,I0017,419.88,True
O0030,I0013,437.67,True
O0030,I0014,332.38,True
O0030,I0012,474.52,True
O0031,I0158,131.44,True
O0031,I0202,341.6,True
O0031,I0006,295.29,True
O0031,I0188,328.7,True
O0031,I0198,267.79,True
O0031,I0194,449.24,True
O0031,I0195,326.31,True
O0031,I0162,144.67,True
O0031,I0168,438.44,True
O0031,I0007,283.77,True
O0031,I0166,226.97,True
O0031,I0167,124.05,True
O0031,I0201,138.36,True
O0031,I0004,475.43,True
O0031,I0197,524.82,True
O0031,I0193,305.49,True
O0031,I0200,143.82,True
O0031,I0160,135.01,True
O0032,I0199,218.36,True
O0032,I0198,250.2,True
O0032,I0168,489.74,True
O0032,I0003,448.23,True
O0032,I0201,137.06,True
O0032,I0162,155.27,True
O0032,I0171,439.06,True
O0032,I0194,469.37,True
O0032,I0001,333.4,True
O0032,I0190,322.61,True
O0032,I0161,548.46,False
O0032,I0195,329.55,True
O0032,I0002,388.58,True
O0032,I0200,156.38,False
O0032,I0007,300.43,True
O0032,I0004,434.55,True
O0032,I0005,502.22,True
O0032,I0006,308.53,True
O0033,I0192,249.73,True
O0033,I0200,161.66,True
O0033,I0002,436.05,True
O0033,I0170,316.23,True
O0033,I0007,270.24,True
O0033,I0168,478.34,True
O0033,I0189,471.15,True
O0033,I0197,511.83,True
O0033,I0193,288.63,True
O0033,I0159,481.68,True
O0033,I0001,340.08,True
O0033,I0201,129.95,True
O0033,I0164,292.01,True
O0033,I0169,343.31,True
O0033,I0158,128.97,True
O0033,I0160,136.1,True
O0033,I0163,134.1,True
O0033,I0167,137.64,True
O0034,I0172,129.63,True
O0034,I0189,443.37,True
O0034,I0188,305.69,True
O0034,I0003,455.9,False
O0034,I0171,493.14,True
O0034,I0191,482.94,True
O0034,I0161,540.21,True
O0034,I0170,287.01,True
O0034,I0009,351.74,True
O0034,I0001,382.38,True
O0034,I0162,150.47,True
O0034,I0169,372.32,True
O0034,I0160,125.69,True
O0034,I0002,399.84,True
O0034,I0201,128.27,True
O0034,I0167,127.47,True
O0034,I0197,487.86,True
O0034,I0006,284.19,True
O0035,I0194,493.64,True
O0035,I0162,141.61,True
O0035,I0168,471.92,True
O0035,I0159,478.81,True
O0035,I0163,127.05,True
O0035,I0169,337.06,True
O0035,I0005,476.69,True
O0035,I0003,433.48,True
O0035,I0170,291.44,True
O0035,I0196,412.47,True
O0035,I0199,208.02,True
O0035,I0006,290.08,True
O0035,I0193,303.94,True
O0035,I0190,289.92,True
O0035,I0197,517.19,True
O0035,I0172,127.82,True
O0035,I0009,316.1,True
O0035,I0171,438.07,True
O0036,I0188,314.6,True
O0036,I0194,443.49,True
O0036,I0162,160.19,True
O0036,I0171,453.14,True
O0036,I0009,359.49,True
O0036,I0003,445.0,True
O0036,I0199,216.7,True
O0036,I0193,305.11,True
O0036,I0189,476.44,True
O0036,I0170,323.99,True
O0036,I0201,125.61,True
O0036,I0161,519.53,True
O0036,I0167,131.01,False
O0036,I0192,248.15,True
O0036,I0164,302.91,True
O0036,I0190,306.46,True
O0036,I0007,274.2,True
O0036,I0172,133.15,False
O0037,I0164,265.96,True
O0037,I0200,162.02,True
O0037,I0002,402.6,True
O0037,I0193,297.82,True
O0037,I0192,255.33,True
O0037,I0198,245.23,True
O0037,I0170,300.57,True
O0037,I0191,528.43,True
O0037,I0008,335.69,True
O0037,I0159,477.36,True
O0037,I0194,480.27,True
O0037,I0171,468.23,True
O0037,I0001,340.47,True
O0037,I0197,541.04,True
O0037,I0169,366.75,True
O0037,I0006,321.67,True
O0037,I0199,201.48,True
O0037,I0168,433.27,True
O0038,I0004,493.31,True
O0038,I0001,357.28,True
O0038,I0163,128.02,True
O0038,I0003,471.9,True
O0038,I0170,319.55,False
O0038,I0171,455.22,True
O0038,I0165,396.27,True
O0038,I0158,138.99,True
O0038,I0002,400.56,True
O0038,I0193,306.26,True
O0038,I0159,509.5,True
O0038,I0194,474.97,True
O0038,I0161,537.04,True
O0038,I0167,139.66,True
O0038,I0199,200.01,True
O0038,I0168,450.58,True
O0038,I0008,369.82,True
O0038,I0191,508.79,True
O0039,I0191,540.7,True
O0039,I0164,271.88,True
O0039,I0192,265.15,True
O0039,I0169,363.09,True
O0039,I0004,431.62,True
O0039,I0003,453.08,True
O0039,I0202,317.71,True
O0039,I0008,366.82,True
O0039,I0166,224.67,True
O0039,I0198,247.48,True
O0039,I0168,452.83,True
O0039,I0163,134.4,True
O0039,I0172,127.4,False
O0039,I0188,322.66,True
O0039,I0002,381.09,True
O0039,I0197,507.61,True
O0039,I0158,140.17,True
O0039,I0006,294.08,True
O0040,I0002,383.99,True
O0040,I0201,138.45,True
O0040,I0164,279.56,True
O0040,I0162,147.35,True
O0040,I0202,327.4,True
O0040,I0188,321.91,True
O0040,I0171,479.37,True
O0040,I0004,428.45,True
O0040,I0195,354.63,True
O0040,I0005,513.19,True
O0040,I0158,130.24,True
O0040,I0198,244.7,True
O0040,I0168,462.03,True
O0040,I0160,129.02,True
O0040,I0190,286.39,True
O0040,I0172,129.92,True
O0040,I0167,126.09,True
O0040,I0161,493.21,True
O0041,I0019,377.84,True
O0041,I0024,241.7,True
O0041,I0023,244.81,True
O0041,I0018,405.09,True
O0041,I0020,471.88,True
O0041,I0025,94.65,True
O0041,I0021,309.51,True
O0041,I0022,300.61,True
O0042,I0024,221.34,True
O0042,I0020,457.27,True
O0042,I0025,89.61,True
O0042,I0023,253.21,True
O0042,I0018,384.12,True
O0042,I0022,328.7,True
O0042,I0019,378.06,True
O0042,I0021,286.01,True
O0043,I0022,320.29,True
O0043,I0021,308.21,True
O0043,I0019,367.66,True
O0043,I0023,263.83,True
O0043,I0018,364.5,True
O0043,I0020,458.8,True
O0043,I0025,89.6,True
O0043,I0024,223.5,True
O0044,I0025,96.75,True
O0044,I0021,301.83,True
O0044,I0019,368.01,True
O0044,I0018,409.0,True
O0044,I0023,244.68,True
O0044,I0020,458.45,True
O0044,I0022,313.8,True
O0044,I0024,251.06,True
O0045,I0022,305.68,True
O0045,I0021,299.23,True
O0045,I0019,371.36,False
O0045,I0025,87.77,True
O0045,I0024,233.35,True
O0045,I0023,271.1,True
O0045,I0020,469.89,True
O0045,I0018,377.25,True
O0046,I0018,393.41,True
O0046,I0025,91.22,True
O0046,I0023,256.76,True
O0046,I0019,379.19,True
O0046,I0024,219.81,True
O0046,I0022,322.76,True
O0046,I0021,313.76,True
O0046,I0020,442.86,True
O0047,I0021,324.1,True
O0047,I0019,348.67,True
O0047,I0024,223.13,True
O0047,I0022,321.54,True
O0047,I0023,239.85,True
O0047,I0020,445.13,True
O0047,I0025,93.5,True
O0047,I0018,360.91,True
O0048,I0023,246.72,True
O0048,I0021,297.84,True
O0048,I0018,375.08,True
O0048,I0020,483.18,True
O0048,I0024,230.38,True
O0048,I0019,381.56,True
O0048,I0022,327.24,True
O0048,I0025,86.74,True
O0049,I0024,245.94,True
O0049,I0023,241.77,True
O0049,I0020,487.3,True
O0049,I0025,87.61,True
O0049,I0022,290.86,True
O0049,I0019,370.24,False
O0049,I0018,369.19,True
O0049,I0021,309.96,True
O0050,I0020,484.39,True
O0050,I0021,302.72,True
O0050,I0022,286.72,True
O0050,I0024,235.7,False
O0050,I0023,262.69,True
O0050,I0018,413.41,True
O0050,I0025,87.2,True
O0050,I0019,352.42,True
O0051,I0019,380.46,True
O0051,I0018,410.33,True
O0051,I0020,444.26,True
O0051,I0024,248.8,False
O0051,I0021,326.65,True
O0051,I0025,87.36,True
O0051,I0023,239.31,True
O0051,I0022,300.47,True
O0052,I0019,352.7,True
O0052,I0018,363.04,True
O0052,I0020,457.92,True
O0052,I0022,310.62,True
O0052,I0021,296.98,True
O0052,I0024,224.87,True
O0052,I0025,97.24,True
O0052,I0023,243.71,True
O0053,I0018,389.29,True
O0053,I0020,450.2,True
O0053,I0025,95.25,True
O0053,I0019,374.71,True
O0053,I0021,304.05,True
O0053,I0023,259.94,True
O0053,I0024,220.49,True
O0053,I0022,324.94,True
O0054,I0021,307.59,True
O0054,I0023,256.08,True
O0054,I0022,324.91,True
O0054,I0018,369.99,True
O0054,I0025,89.21,True
O0054,I0019,381.38,True
O0054,I0020,468.32,True
O0054,I0024,227.31,True
O0055,I0023,236.91,True
O0055,I0024,238.71,True
O0055,I0019,371.45,True
O0055,I0020,440.88,True
O0055,I0018,413.88,True
O0055,I0025,95.15,True
O0055,I0022,326.95,True
O0055,I0021,305.95,True
O0056,I0021,305.55,True
O0056,I0025,91.5,True
O0056,I0023,238.37,True
O0056,I0024,230.62,True
O0056,I0018,369.85,True
O0056,I0019,344.13,True
O0056,I0022,289.93,True
O0056,I0020,440.95,True
O0057,I0024,245.89,True
O0057,I0018,402.52,True
O0057,I0020,476.3,True
O0057,I0019,372.34,True
O0057,I0021,320.94,True
O0057,I0023,248.73,True
O0057,I0025,84.62,True
O0057,I0022,290.99,True
O0058,I0019,358.6,True
O0058,I0020,458.73,True
O0058,I0021,294.41,True
O0058,I0025,88.21,True
O0058,I0018,402.48,True
O0058,I0024,249.43,True
O0058,I0023,254.96,True
O0058,I0022,290.5,True
O0059,I0019,364.88,True
O0059,I0023,273.9,True
O0059,I0022,323.25,True
O0059,I0018,393.5,True
O0059,I0021,293.54,True
O0059,I0025,96.31,True
O0059,I0020,464.28,True
O0059,I0024,224.37,False
O0060,I0021,302.4,True
O0060,I0020,480.5,True
O0060,I0022,307.15,True
O0060,I0024,234.45,True
O0060,I0025,85.31,True
O0060,I0023,254.53,True
O0060,I0019,376.7,True
O0060,I0018,391.14,True
O0061,I0027,214.72,True
O0061,I0029,368.37,True
O0061,I0031,299.83,True
O0061,I0030,236.13,True
O0061,I0028,429.26,True
O0061,I0026,159.58,True
O0062,I0026,156.98,True
O0062,I0030,250.09,True
O0062,I0029,365.41,True
O0062,I0031,312.09,True
O0062,I0027,218.79,True
O0062,I0028,419.15,True
O0063,I0030,250.95,True
O0063,I0029,392.34,True
O0063,I0031,318.22,True
O0063,I0028,387.04,True
O0063,I0026,146.45,True
O0063,I0027,211.99,True
O0064,I0026,142.69,True
O0064,I0031,322.12,True
O0064,I0027,194.12,True
O0064,I0029,371.04,True
O0064,I0028,429.62,True
O0064,I0030,248.42,True
O0065,I0031,309.67,True
O0065,I0030,242.55,True
O0065,I0029,411.67,True
O0065,I0027,216.87,True
O0065,I0028,434.52,True
O0065,I0026,158.41,True
O0066,I0027,201.2,True
O0066,I0026,156.57,True
O0066,I0030,241.24,True
O0066,I0031,320.53,True
O0066,I0029,375.69,True
O0066,I0028,398.99,True
O0067,I0027,213.14,True
O0067,I0026,150.84,True
O0067,I0028,409.59,True
O0067,I0030,251.65,True
O0067,I0029,360.49,True
O0067,I0031,302.21,True
O0068,I0029,377.99,True
O0068,I0030,237.71,True
O0068,I0026,154.7,True
O0068,I0027,196.71,True
O0068,I0028,385.64,True
O0068,I0031,326.44,True
O0069,I0030,226.33,True
O0069,I0029,384.59,True
O0069,I0028,408.48,True
O0069,I0027,190.04,True
O0069,I0026,155.51,True
O0069,I0031,327.21,True
O0070,I0029,361.97,True
O0070,I0031,326.03,True
O0070,I0028,394.7,True
O0070,I0030,229.76,True
O0070,I0027,208.61,True
O0070,I0026,156.82,True
O0071,I0010,435.96,True
O0071,I0011,446.91,True
O0071,I0012,477.71,True
O0071,I0017,407.39,True
O0071,I0016,341.31,True
O0071,I0014,353.92,True
O0071,I0015,268.55,True
O0071,I0013,433.72,True
O0072,I0017,436.37,False
O0072,I0011,486.6,True
O0072,I0013,422.52,True
O0072,I0014,356.76,True
O0072,I0015,247.17,True
O0072,I0010,405.82,True
O0072,I0016,346.87,True
O0072,I0012,544.24,True
O0073,I0012,539.23,True
O0073,I0016,347.39,True
O0073,I0013,443.49,True
O0073,I0011,477.42,True
O0073,I0015,248.64,True
O0073,I0017,429.67,True
O0073,I0010,388.78,True
O0073,I0014,354.24,True
O0074,I0011,460.32,True
O0074,I0010,397.09,True
O0074,I0015,266.89,True
O0074,I0014,316.82,True
O0074,I0013,459.47,True
O0074,I0012,530.86,True
O0074,I0016,334.05,True
O0074,I0017,389.04,True
O0075,I0011,476.44,True
O0075,I0014,355.73,True
O0075,I0012,525.33,True
O0075,I0017,422.57,True
O0075,I0016,336.24,True
O0075,I0015,263.71,True
O0075,I0013,447.94,True
O0075,I0010,394.04,True
O0076,I0015,265.89,True
O0076,I0011,437.89,True
O0076,I0010,431.87,True
O0076,I0013,425.55,True
O0076,I0014,315.44,True
O0076,I0017,390.59,True
O0076,I0016,350.15,True
O0076,I0012,478.21,True
O0077,I0016,335.43,True
O0077,I0014,319.02,True
O0077,I0015,269.54,True
O0077,I0012,504.64,True
O0077,I0011,457.81,True
O0077,I0013,445.38,True
O0077,I0010,437.75,True
O0077,I0017,397.79,True
O0078,I0014,355.32,True
O0078,I0011,441.12,True
O0078,I0010,424.75,True
O0078,I0013,409.68,True
O0078,I0015,250.05,True
O0078,I0012,520.75,True
O0078,I0016,344.97,True
O0078,I0017,430.94,True
O0079,I0015,248.23,True
O0079,I0011,453.09,True
O0079,I0017,380.07,True
O0079,I0016,341.21,True
O0079,I0010,417.16,True
O0079,I0014,340.91,True
O0079,I0013,425.74,True
O0079,I0012,491.95,True
O0080,I0016,348.79,True
O0080,I0014,319.92,True
O0080,I0010,437.94,True
O0080,I0011,486.03,True
O0080,I0013,414.01,True
O0080,I0015,242.75,True
O0080,I0017,386.25,True
O0080,I0012,477.26,True
O0081,I0035,436.6,True
O0081,I0034,418.65,True
O0081,I0036,299.06,True
O0081,I0033,359.78,True
O0081,I0037,253.17,True
O0081,I0032,428.18,True
O0082,I0032,473.03,True
O0082,I0035,428.37,False
O0082,I0037,273.27,True
O0082,I0036,300.61,True
O0082,I0034,410.42,True
O0082,I0033,354.16,True
O0083,I0035,441.0,True
O0083,I0033,366.15,True
O0083,I0036,288.26,True
O0083,I0032,486.17,True
O0083,I0037,268.57,True
O0083,I0034,382.97,True
O0084,I0032,478.93,True
O0084,I0035,459.77,True
O0084,I0034,413.6,True
O0084,I0036,307.7,True
O0084,I0037,268.78,True
O0084,I0033,370.69,True
O0085,I0034,407.14,True
O0085,I0033,352.42,True
O0085,I0036,305.89,True
O0085,I0032,426.75,True
O0085,I0035,488.56,True
O0085,I0037,238.23,True
O0086,I0036,289.27,True
O0086,I0033,335.72,True
O0086,I0037,272.28,True
O0086,I0032,456.06,True
O0086,I0035,430.55,True
O0086,I0034,417.75,True
O0087,I0033,364.17,True
O0087,I0036,292.06,True
O0087,I0037,265.61,True
O0087,I0034,431.25,True
O0087,I0032,465.21,True
O0087,I0035,459.5,True
O0088,I0033,334.33,True
O0088,I0036,314.59,True
O0088,I0034,384.16,False
O0088,I0035,448.94,True
O0088,I0032,470.66,True
O0088,I0037,252.58,True
O0089,I0034,423.06,True
O0089,I0036,284.19,True
O0089,I0037,259.04,True
O0089,I0032,479.78,True
O0089,I0033,374.13,True
O0089,I0035,484.12,True
O0090,I0036,314.61,True
O0090,I0035,489.31,True
O0090,I0032,446.94,True
O0090,I0037,263.26,True
O0090,I0033,365.66,True
O0090,I0034,390.14,True
O0091,I0021,295.48,True
O0091,I0024,225.27,True
O0091,I0018,378.99,True
O0091,I0025,88.24,True
O0091,I0023,252.56,True
O0091,I0022,325.59,True
O0091,I0020,479.51,True
O0091,I0019,369.26,True
O0092,I0022,316.38,True
O0092,I0020,439.61,True
O0092,I0019,340.46,True
O0092,I0018,393.53,True
O0092,I0023,239.97,True
O0092,I0024,225.59,True
O0092,I0021,319.63,True
O0092,I0025,91.95,True
O0093,I0025,95.6,True
